omega_n,omega_next,return_time,impact_count,return_type,omega_next_exact,absolute_error,attractor,gamma,alpha,omega_1,omega_2,gravity,length,mass,num_spokes
1.2599999999999998,1.18060129514786,0.7706642407178883,1,downhill_step,1.180601294478561,6.692988385736953e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
1.2799999999999994,1.1913099573783554,0.7504412865638738,1,downhill_step,1.191309958207541,8.291856090636429e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
1.3000000000000007,1.2020896034874227,0.7316038471460347,1,downhill_step,1.202089604199477,7.120544154304298e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
1.3200000000000003,1.2129383407633947,0.7139862358570103,1,downhill_step,1.2129383399515634,8.118312688765172e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
1.3399999999999999,1.2238543275659435,0.6974507784843449,1,downhill_step,1.2238543281471264,5.811828795998508e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
1.3599999999999994,1.2348357844508862,0.6818818300962451,1,downhill_step,1.234835785246141,7.95254750940444e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
1.3800000000000008,1.2458809796876267,0.667181302905083,1,downhill_step,1.2458809800797408,3.921141189522359e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
1.4000000000000004,1.2569882318173131,0.6532652789354327,1,downhill_step,1.256988232452657,6.353437775885595e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
1.42,1.268155911878871,0.6400614023208622,1,downhill_step,1.2681559117570893,1.2178169583876297e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
1.4399999999999995,1.2793824356127435,0.627506843209267,1,downhill_step,1.2793824356010417,1.170175067954915e-11,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
1.4600000000000009,1.2906662690684803,0.6155466949939731,1,downhill_step,1.2906662684537997,6.14680528698841e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
1.4800000000000004,1.3020059199495617,0.6041326910257343,1,downhill_step,1.3020059203108314,3.612696808374949e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
1.5,1.3133999444931133,0.5932221758365634,1,downhill_step,1.3133999453801017,8.86988482662332e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
1.5199999999999996,1.32484694039542,0.5827772647142413,1,downhill_step,1.3248469407914463,3.9602632284641004e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
1.540000000000001,1.336345545887832,0.5727641564607623,1,downhill_step,1.3363455453304194,5.574125605534164e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
1.5600000000000005,1.3478944375047457,0.5631525653600695,1,downhill_step,1.34789443819776,6.930143126027133e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
1.58,1.359492336960078,0.5539152514934542,1,downhill_step,1.3594923377954193,8.353413516459796e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
1.5999999999999996,1.371138001322925,0.5450276225805285,1,downhill_step,1.371138000539863,7.830620596394056e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
1.620000000000001,1.3828302197971478,0.5364674001932147,1,downhill_step,1.38283021970322,9.392775446315227e-11,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
1.6400000000000006,1.3945678249365039,0.528214341402054,1,downhill_step,1.394567824282654,6.538498631414313e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
