theta_index,theta_dot_index,theta0,theta_dot0,classification,final_time,final_theta,final_theta_dot,total_impacts,downhill_impacts,uphill_impacts,rolling_speed,gamma,alpha,gravity,length,mass,num_spokes
0,0,-0.3126990816987241,-3.0,settled,1.350000000000001,-0.3126990816987241,0.0,3,1,2,nan,0.08,0.39269908169872414,9.81,1,1,8
0,1,-0.3126990816987241,-2.9625,settled,1.320000000000001,-0.3126990816987241,0.0,3,1,2,nan,0.08,0.39269908169872414,9.81,1,1,8
0,2,-0.3126990816987241,-2.925,settled,1.290000000000001,-0.3126990816987241,0.0,3,1,2,nan,0.08,0.39269908169872414,9.81,1,1,8
0,3,-0.3126990816987241,-2.8875,settled,1.270000000000001,-0.3126990816987241,0.0,3,1,2,nan,0.08,0.39269908169872414,9.81,1,1,8
0,4,-0.3126990816987241,-2.85,settled,1.2500000000000009,-0.3126990816987241,0.0,3,1,2,nan,0.08,0.39269908169872414,9.81,1,1,8
0,5,-0.3126990816987241,-2.8125,settled,1.2400000000000009,-0.3126990816987241,0.0,3,1,2,nan,0.08,0.39269908169872414,9.81,1,1,8
0,6,-0.3126990816987241,-2.775,settled,1.2200000000000009,-0.3126990816987241,0.0,3,1,2,nan,0.08,0.39269908169872414,9.81,1,1,8
0,7,-0.3126990816987241,-2.7375,settled,1.2100000000000009,-0.3126990816987241,0.0,3,1,2,nan,0.08,0.39269908169872414,9.81,1,1,8
0,8,-0.3126990816987241,-2.7,settled,1.2000000000000008,-0.3126990816987241,0.0,3,1,2,nan,0.08,0.39269908169872414,9.81,1,1,8
0,9,-0.3126990816987241,-2.6625,settled,1.2000000000000008,-0.3126990816987241,0.0,3,1,2,nan,0.08,0.39269908169872414,9.81,1,1,8
0,10,-0.3126990816987241,-2.625,settled,1.1900000000000008,-0.3126990816987241,0.0,3,1,2,nan,0.08,0.39269908169872414,9.81,1,1,8
0,11,-0.3126990816987241,-2.5875,settled,1.1900000000000008,-0.3126990816987241,0.0,3,1,2,nan,0.08,0.39269908169872414,9.81,1,1,8
0,12,-0.3126990816987241,-2.55,settled,1.1900000000000008,-0.3126990816987241,0.0,3,1,2,nan,0.08,0.39269908169872414,9.81,1,1,8
0,13,-0.3126990816987241,-2.5125,settled,1.1900000000000008,-0.3126990816987241,0.0,3,1,2,nan,0.08,0.39269908169872414,9.81,1,1,8
0,14,-0.3126990816987241,-2.475,settled,1.2000000000000008,-0.3126990816987241,0.0,3,1,2,nan,0.08,0.39269908169872414,9.81,1,1,8
0,15,-0.3126990816987241,-2.4375,settled,1.2100000000000009,-0.3126990816987241,0.0,3,1,2,nan,0.08,0.39269908169872414,9.81,1,1,8
0,16,-0.3126990816987241,-2.4,settled,1.2200000000000009,-0.3126990816987241,0.0,3,1,2,nan,0.08,0.39269908169872414,9.81,1,1,8
0,17,-0.3126990816987241,-2.3625,settled,1.2300000000000009,-0.3126990816987241,0.0,3,1,2,nan,0.08,0.39269908169872414,9.81,1,1,8
0,18,-0.3126990816987241,-2.325,settled,1.260000000000001,-0.3126990816987241,0.0,3,1,2,nan,0.08,0.39269908169872414,9.81,1,1,8
0,19,-0.3126990816987241,-2.2875,settled,1.290000000000001,-0.3126990816987241,0.0,3,1,2,nan,0.08,0.39269908169872414,9.81,1,1,8
0,20,-0.3126990816987241,-2.25,settled,1.330000000000001,-0.3126990816987241,0.0,3,1,2,nan,0.08,0.39269908169872414,9.81,1,1,8
0,21,-0.3126990816987241,-2.2125,settled,1.380000000000001,-0.3126990816987241,0.0,3,1,2,nan,0.08,0.39269908169872414,9.81,1,1,8
0,22,-0.3126990816987241,-2.175,settled,1.460000000000001,-0.3126990816987241,0.0,3,1,2,nan,0.08,0.39269908169872414,9.81,1,1,8
0,23,-0.3126990816987241,-2.1375,settled,1.5900000000000012,-0.3126990816987241,0.0,3,1,2,nan,0.08,0.39269908169872414,9.81,1,1,8
0,24,-0.3126990816987241,-2.1,settled,1.8500000000000014,-0.3126990816987241,0.0,3,1,2,nan,0.08,0.39269908169872414,9.81,1,1,8
0,25,-0.3126990816987241,-2.0625,rolling,16.789999999999825,-0.3049042156455252,1.074034895798118,16,15,1,1.0954228917992082,0.08,0.39269908169872414,9.81,1,1,8
0,26,-0.3126990816987241,-2.025,rolling,16.519999999999783,-0.30608799233204026,1.0772808957990117,16,15,1,1.0954116825650069,0.08,0.39269908169872414,9.81,1,1,8
0,27,-0.3126990816987241,-1.9875,rolling,16.6199999999998,-0.3107428390774915,1.0900708120475997,16,15,1,1.0954006778152559,0.08,0.39269908169872414,9.81,1,1,8
0,28,-0.3126990816987241,-1.95,settled,1.1300000000000008,-0.3126990816987241,0.0,2,1,1,nan,0.08,0.39269908169872414,9.81,1,1,8
0,29,-0.3126990816987241,-1.9125,settled,1.0400000000000007,-0.3126990816987241,0.0,2,1,1,nan,0.08,0.39269908169872414,9.81,1,1,8
0,30,-0.3126990816987241,-1.875,settled,0.9700000000000006,-0.3126990816987241,0.0,2,1,1,nan,0.08,0.39269908169872414,9.81,1,1,8
0,31,-0.3126990816987241,-1.8375000000000001,settled,0.9100000000000006,-0.3126990816987241,0.0,2,1,1,nan,0.08,0.39269908169872414,9.81,1,1,8
0,32,-0.3126990816987241,-1.8,settled,0.8600000000000005,-0.3126990816987241,0.0,2,1,1,nan,0.08,0.39269908169872414,9.81,1,1,8
0,33,-0.3126990816987241,-1.7625,settled,0.8200000000000005,-0.3126990816987241,0.0,2,1,1,nan,0.08,0.39269908169872414,9.81,1,1,8
0,34,-0.3126990816987241,-1.725,settled,0.7800000000000005,-0.3126990816987241,0.0,2,1,1,nan,0.08,0.39269908169872414,9.81,1,1,8
0,35,-0.3126990816987241,-1.6875,settled,0.7400000000000004,-0.3126990816987241,0.0,2,1,1,nan,0.08,0.39269908169872414,9.81,1,1,8
0,36,-0.3126990816987241,-1.6500000000000001,settled,0.7100000000000004,-0.3126990816987241,0.0,2,1,1,nan,0.08,0.39269908169872414,9.81,1,1,8
