theta_index,theta_dot_index,theta0,theta_dot0,classification,final_time,final_theta,final_theta_dot,total_impacts,downhill_impacts,uphill_impacts,rolling_speed,gamma,alpha,gravity,length,mass,num_spokes
0,0,0.4073009183012759,-3.0,rolling,4.3599999999999515,0.41859633397257595,3.2956153034243028,20,19,1,3.2820473354352964,0.8,0.39269908169872414,9.81,1,1,8
0,1,0.4073009183012759,-2.9625,rolling,4.3599999999999515,0.43660971617143296,3.317776229173675,20,19,1,3.2820469930855847,0.8,0.39269908169872414,9.81,1,1,8
0,2,0.4073009183012759,-2.925,rolling,4.349999999999952,0.4212081240282655,3.2987831417456874,20,19,1,3.2820466570602527,0.8,0.39269908169872414,9.81,1,1,8
0,3,0.4073009183012759,-2.8875,rolling,4.349999999999952,0.43856602720435933,3.3202264433291515,20,19,1,3.2820463228350345,0.8,0.39269908169872414,9.81,1,1,8
0,4,0.4073009183012759,-2.85,rolling,4.339999999999952,0.4225080490827962,3.3003655553696474,20,19,1,3.282045995973382,0.8,0.39269908169872414,9.81,1,1,8
0,5,0.4073009183012759,-2.8125,rolling,4.339999999999952,0.4392478554177193,3.3210823531599574,20,19,1,3.2820456711637287,0.8,0.39269908169872414,9.81,1,1,8
0,6,0.4073009183012759,-2.775,rolling,4.329999999999952,0.4225843780745385,3.300458531369603,20,19,1,3.282045350777722,0.8,0.39269908169872414,9.81,1,1,8
0,7,0.4073009183012759,-2.7375,rolling,4.329999999999952,0.43873976304848705,3.3204443371019328,20,19,1,3.2820450377361876,0.8,0.39269908169872414,9.81,1,1,8
0,8,0.4073009183012759,-2.7,rolling,4.319999999999952,0.42151722008576453,3.2991588936070366,20,19,1,3.2820447275855265,0.8,0.39269908169872414,9.81,1,1,8
0,9,0.4073009183012759,-2.6625,rolling,4.319999999999952,0.43711863947958796,3.318412603981728,20,19,1,3.2820444200943015,0.8,0.39269908169872414,9.81,1,1,8
0,10,0.4073009183012759,-2.625,rolling,4.3099999999999525,0.41937945879673605,3.2965632409262287,20,19,1,3.2820441159161486,0.8,0.39269908169872414,9.81,1,1,8
0,11,0.4073009183012759,-2.5875,rolling,4.3099999999999525,0.43445450058724716,3.3150863148541334,20,19,1,3.282043818210045,0.8,0.39269908169872414,9.81,1,1,8
0,12,0.4073009183012759,-2.55,rolling,4.299999999999953,0.41623744478882024,3.292767123962098,20,19,1,3.282043523411225,0.8,0.39269908169872414,9.81,1,1,8
0,13,0.4073009183012759,-2.5125,settled,0.4200000000000002,0.4073009183012759,0.0,2,1,1,nan,0.8,0.39269908169872414,9.81,1,1,8
0,14,0.4073009183012759,-2.475,settled,0.4100000000000002,0.4073009183012759,0.0,2,1,1,nan,0.8,0.39269908169872414,9.81,1,1,8
0,15,0.4073009183012759,-2.4375,settled,0.4000000000000002,0.4073009183012759,0.0,2,1,1,nan,0.8,0.39269908169872414,9.81,1,1,8
0,16,0.4073009183012759,-2.4,settled,0.4000000000000002,0.4073009183012759,0.0,2,1,1,nan,0.8,0.39269908169872414,9.81,1,1,8
0,17,0.4073009183012759,-2.3625,settled,0.3900000000000002,0.4073009183012759,0.0,2,1,1,nan,0.8,0.39269908169872414,9.81,1,1,8
0,18,0.4073009183012759,-2.325,settled,0.38000000000000017,0.4073009183012759,0.0,2,1,1,nan,0.8,0.39269908169872414,9.81,1,1,8
0,19,0.4073009183012759,-2.2875,settled,0.38000000000000017,0.4073009183012759,0.0,2,1,1,nan,0.8,0.39269908169872414,9.81,1,1,8
0,20,0.4073009183012759,-2.25,settled,0.37000000000000016,0.4073009183012759,0.0,2,1,1,nan,0.8,0.39269908169872414,9.81,1,1,8
0,21,0.4073009183012759,-2.2125,settled,0.36000000000000015,0.4073009183012759,0.0,2,1,1,nan,0.8,0.39269908169872414,9.81,1,1,8
0,22,0.4073009183012759,-2.175,settled,0.36000000000000015,0.4073009183012759,0.0,2,1,1,nan,0.8,0.39269908169872414,9.81,1,1,8
0,23,0.4073009183012759,-2.1375,settled,0.35000000000000014,0.4073009183012759,0.0,2,1,1,nan,0.8,0.39269908169872414,9.81,1,1,8
0,24,0.4073009183012759,-2.1,settled,0.34000000000000014,0.4073009183012759,0.0,2,1,1,nan,0.8,0.39269908169872414,9.81,1,1,8
0,25,0.4073009183012759,-2.0625,settled,0.34000000000000014,0.4073009183012759,0.0,2,1,1,nan,0.8,0.39269908169872414,9.81,1,1,8
0,26,0.4073009183012759,-2.025,settled,0.3300000000000001,0.4073009183012759,0.0,2,1,1,nan,0.8,0.39269908169872414,9.81,1,1,8
0,27,0.4073009183012759,-1.9875,settled,0.3200000000000001,0.4073009183012759,0.0,2,1,1,nan,0.8,0.39269908169872414,9.81,1,1,8
0,28,0.4073009183012759,-1.95,settled,0.3200000000000001,0.4073009183012759,0.0,2,1,1,nan,0.8,0.39269908169872414,9.81,1,1,8
0,29,0.4073009183012759,-1.9125,settled,0.3100000000000001,0.4073009183012759,0.0,2,1,1,nan,0.8,0.39269908169872414,9.81,1,1,8
0,30,0.4073009183012759,-1.875,settled,0.3000000000000001,0.4073009183012759,0.0,2,1,1,nan,0.8,0.39269908169872414,9.81,1,1,8
0,31,0.4073009183012759,-1.8375000000000001,settled,0.3000000000000001,0.4073009183012759,0.0,2,1,1,nan,0.8,0.39269908169872414,9.81,1,1,8
0,32,0.4073009183012759,-1.8,settled,0.2900000000000001,0.4073009183012759,0.0,2,1,1,nan,0.8,0.39269908169872414,9.81,1,1,8
0,33,0.4073009183012759,-1.7625,settled,0.2900000000000001,0.4073009183012759,0.0,2,1,1,nan,0.8,0.39269908169872414,9.81,1,1,8
0,34,0.4073009183012759,-1.725,settled,0.2800000000000001,0.4073009183012759,0.0,2,1,1,nan,0.8,0.39269908169872414,9.81,1,1,8
0,35,0.4073009183012759,-1.6875,settled,0.2700000000000001,0.4073009183012759,0.0,2,1,1,nan,0.8,0.39269908169872414,9.81,1,1,8
