theta_index,theta_dot_index,theta0,theta_dot0,classification,final_time,final_theta,final_theta_dot,total_impacts,downhill_impacts,uphill_impacts,rolling_speed,gamma,alpha,gravity,length,mass,num_spokes
0,0,-0.23269908169872414,-3.0,settled,1.0000000000000007,-0.2326990816987241,0.0,3,1,2,nan,0.16,0.39269908169872414,9.81,1,1,8
0,1,-0.23269908169872414,-2.9625,settled,1.0000000000000007,-0.2326990816987241,0.0,3,1,2,nan,0.16,0.39269908169872414,9.81,1,1,8
0,2,-0.23269908169872414,-2.925,settled,1.0000000000000007,-0.2326990816987241,0.0,3,1,2,nan,0.16,0.39269908169872414,9.81,1,1,8
0,3,-0.23269908169872414,-2.8875,settled,1.0000000000000007,-0.2326990816987241,0.0,3,1,2,nan,0.16,0.39269908169872414,9.81,1,1,8
0,4,-0.23269908169872414,-2.85,settled,1.0000000000000007,-0.2326990816987241,0.0,3,1,2,nan,0.16,0.39269908169872414,9.81,1,1,8
0,5,-0.23269908169872414,-2.8125,settled,1.0100000000000007,-0.2326990816987241,0.0,3,1,2,nan,0.16,0.39269908169872414,9.81,1,1,8
0,6,-0.23269908169872414,-2.775,settled,1.0200000000000007,-0.2326990816987241,0.0,3,1,2,nan,0.16,0.39269908169872414,9.81,1,1,8
0,7,-0.23269908169872414,-2.7375,settled,1.0300000000000007,-0.2326990816987241,0.0,3,1,2,nan,0.16,0.39269908169872414,9.81,1,1,8
0,8,-0.23269908169872414,-2.7,settled,1.0500000000000007,-0.2326990816987241,0.0,3,1,2,nan,0.16,0.39269908169872414,9.81,1,1,8
0,9,-0.23269908169872414,-2.6625,settled,1.0700000000000007,-0.2326990816987241,0.0,3,1,2,nan,0.16,0.39269908169872414,9.81,1,1,8
0,10,-0.23269908169872414,-2.625,settled,1.1000000000000008,-0.2326990816987241,0.0,3,1,2,nan,0.16,0.39269908169872414,9.81,1,1,8
0,11,-0.23269908169872414,-2.5875,settled,1.1400000000000008,-0.2326990816987241,0.0,3,1,2,nan,0.16,0.39269908169872414,9.81,1,1,8
0,12,-0.23269908169872414,-2.55,settled,1.1900000000000008,-0.2326990816987241,0.0,3,1,2,nan,0.16,0.39269908169872414,9.81,1,1,8
0,13,-0.23269908169872414,-2.5125,settled,1.270000000000001,-0.2326990816987241,0.0,3,1,2,nan,0.16,0.39269908169872414,9.81,1,1,8
0,14,-0.23269908169872414,-2.475,settled,1.400000000000001,-0.2326990816987241,0.0,3,1,2,nan,0.16,0.39269908169872414,9.81,1,1,8
0,15,-0.23269908169872414,-2.4375,settled,1.7100000000000013,-0.2326990816987241,0.0,3,1,2,nan,0.16,0.39269908169872414,9.81,1,1,8
0,16,-0.23269908169872414,-2.4,rolling,10.119999999999829,-0.22752935025427354,1.5392374500986408,18,17,1,1.54668966270978,0.16,0.39269908169872414,9.81,1,1,8
0,17,-0.23269908169872414,-2.3625,rolling,9.769999999999836,-0.22094402034251567,1.5298761947236743,18,17,1,1.5466873496292017,0.16,0.39269908169872414,9.81,1,1,8
0,18,-0.23269908169872414,-2.325,rolling,9.61999999999984,-0.22050759660482724,1.5292631613559398,18,17,1,1.5466850737647182,0.16,0.39269908169872414,9.81,1,1,8
0,19,-0.23269908169872414,-2.2875,rolling,9.529999999999841,-0.21753751848689235,1.5251176595744795,18,17,1,1.5466828339329808,0.16,0.39269908169872414,9.81,1,1,8
0,20,-0.23269908169872414,-2.25,rolling,9.459999999999843,-0.22753558176471264,1.539245545020855,18,17,1,1.5466806312238075,0.16,0.39269908169872414,9.81,1,1,8
0,21,-0.23269908169872414,-2.2125,rolling,9.419999999999844,-0.217811608023624,1.5254979311069232,18,17,1,1.546678463641775,0.16,0.39269908169872414,9.81,1,1,8
0,22,-0.23269908169872414,-2.175,rolling,9.379999999999844,-0.22588582316832517,1.536879973439834,18,17,1,1.546676332892744,0.16,0.39269908169872414,9.81,1,1,8
0,23,-0.23269908169872414,-2.1375,rolling,9.349999999999845,-0.23177957292261606,1.5453899875893693,18,17,1,1.5466742386571941,0.16,0.39269908169872414,9.81,1,1,8
0,24,-0.23269908169872414,-2.1,rolling,9.839999999999835,-0.2201104734827094,1.5287083322282977,19,18,1,1.5467055868245445,0.16,0.39269908169872414,9.81,1,1,8
0,25,-0.23269908169872414,-2.0625,rolling,9.819999999999835,-0.22936720706067878,1.5418892374270639,19,18,1,1.546704576940976,0.16,0.39269908169872414,9.81,1,1,8
0,26,-0.23269908169872414,-2.025,rolling,9.809999999999835,-0.23056037538750376,1.5436185566513392,19,18,1,1.5467035838537606,0.16,0.39269908169872414,9.81,1,1,8
0,27,-0.23269908169872414,-1.9875,rolling,9.809999999999835,-0.22290995622769397,1.5326498854326838,19,18,1,1.5467026103097403,0.16,0.39269908169872414,9.81,1,1,8
0,28,-0.23269908169872414,-1.95,rolling,9.809999999999835,-0.2213609356989128,1.5304638755993032,19,18,1,1.5467016527750126,0.16,0.39269908169872414,9.81,1,1,8
0,29,-0.23269908169872414,-1.9125,rolling,9.809999999999835,-0.22568922112836526,1.5366013394073763,19,18,1,1.5467007165113715,0.16,0.39269908169872414,9.81,1,1,8
0,30,-0.23269908169872414,-1.875,rolling,9.819999999999835,-0.22058853628207148,1.529378162462127,19,18,1,1.546699796659671,0.16,0.39269908169872414,9.81,1,1,8
0,31,-0.23269908169872414,-1.8375000000000001,rolling,9.829999999999835,-0.22163915148229132,1.5308553441516273,19,18,1,1.5466988953845238,0.16,0.39269908169872414,9.81,1,1,8
0,32,-0.23269908169872414,-1.8,rolling,9.839999999999835,-0.2293715324922491,1.5418948655075546,19,18,1,1.5466980121873135,0.16,0.39269908169872414,9.81,1,1,8
0,33,-0.23269908169872414,-1.7625,rolling,9.859999999999834,-0.22925947346609088,1.5417327133749101,19,18,1,1.5466971472143605,0.16,0.39269908169872414,9.81,1,1,8
0,34,-0.23269908169872414,-1.725,rolling,9.889999999999834,-0.22260807766960813,1.5322223465117322,19,18,1,1.546696300196759,0.16,0.39269908169872414,9.81,1,1,8
0,35,-0.23269908169872414,-1.6875,rolling,9.919999999999833,-0.22680079284423715,1.5381919028051823,19,18,1,1.5466954715361052,0.16,0.39269908169872414,9.81,1,1,8
0,36,-0.23269908169872414,-1.6500000000000001,rolling,9.959999999999832,-0.22968829640654786,1.5423530094933509,19,18,1,1.5466946623574032,0.16,0.39269908169872414,9.81,1,1,8
0,37,-0.23269908169872414,-1.6125,rolling,10.01999999999983,-0.22126978794970772,1.5303348728250936,19,18,1,1.5466938694239036,0.16,0.39269908169872414,9.81,1,1,8
0,38,-0.23269908169872414,-1.575,rolling,10.08999999999983,-0.2268319151593574,1.5382363106562673,19,18,1,1.546693095469027,0.16,0.39269908169872414,9.81,1,1,8
0,39,-0.23269908169872414,-1.5375,rolling,10.199999999999827,-0.22168176779799,1.5309147517804238,19,18,1,1.5466923408569198,0.16,0.39269908169872414,9.81,1,1,8
0,40,-0.23269908169872414,-1.5,rolling,10.379999999999823,-0.22141420624127975,1.530537886067804,19,18,1,1.5466916027088786,0.16,0.39269908169872414,9.81,1,1,8
0,41,-0.23269908169872414,-1.4625000000000001,rolling,10.919999999999812,-0.22132285023079767,1.5304092453263551,19,18,1,1.5466908832313948,0.16,0.39269908169872414,9.81,1,1,8
0,42,-0.23269908169872414,-1.425,settled,0.45000000000000023,-0.2326990816987241,0.0,2,1,1,nan,0.16,0.39269908169872414,9.81,1,1,8
0,43,-0.23269908169872414,-1.3875,settled,0.4300000000000002,-0.2326990816987241,0.0,2,1,1,nan,0.16,0.39269908169872414,9.81,1,1,8
0,44,-0.23269908169872414,-1.35,settled,0.4200000000000002,-0.2326990816987241,0.0,2,1,1,nan,0.16,0.39269908169872414,9.81,1,1,8
0,45,-0.23269908169872414,-1.3125,settled,0.4100000000000002,-0.2326990816987241,0.0,2,1,1,nan,0.16,0.39269908169872414,9.81,1,1,8
0,46,-0.23269908169872414,-1.2750000000000001,settled,0.3900000000000002,-0.2326990816987241,0.0,2,1,1,nan,0.16,0.39269908169872414,9.81,1,1,8
0,47,-0.23269908169872414,-1.2375,settled,0.38000000000000017,-0.2326990816987241,0.0,2,1,1,nan,0.16,0.39269908169872414,9.81,1,1,8
0,48,-0.23269908169872414,-1.2000000000000002,settled,0.36000000000000015,-0.2326990816987241,0.0,2,1,1,nan,0.16,0.39269908169872414,9.81,1,1,8
0,49,-0.23269908169872414,-1.1625,settled,0.35000000000000014,-0.2326990816987241,0.0,2,1,1,nan,0.16,0.39269908169872414,9.81,1,1,8
0,50,-0.23269908169872414,-1.125,settled,0.34000000000000014,-0.2326990816987241,0.0,2,1,1,nan,0.16,0.39269908169872414,9.81,1,1,8
0,51,-0.23269908169872414,-1.0875000000000001,settled,0.3200000000000001,-0.2326990816987241,0.0,2,1,1,nan,0.16,0.39269908169872414,9.81,1,1,8
0,52,-0.23269908169872414,-1.05,settled,0.3100000000000001,-0.2326990816987241,0.0,2,1,1,nan,0.16,0.39269908169872414,9.81,1,1,8
0,53,-0.23269908169872414,-1.0125000000000002,settled,0.3000000000000001,-0.2326990816987241,0.0,2,1,1,nan,0.16,0.39269908169872414,9.81,1,1,8
0,54,-0.23269908169872414,-0.9750000000000001,settled,0.2900000000000001,-0.2326990816987241,0.0,2,1,1,nan,0.16,0.39269908169872414,9.81,1,1,8
0,55,-0.23269908169872414,-0.9375,settled,0.2800000000000001,-0.2326990816987241,0.0,2,1,1,nan,0.16,0.39269908169872414,9.81,1,1,8
0,56,-0.23269908169872414,-0.8999999999999999,settled,0.26000000000000006,-0.2326990816987241,0.0,2,1,1,nan,0.16,0.39269908169872414,9.81,1,1,8
0,57,-0.23269908169872414,-0.8625000000000003,settled,0.25000000000000006,-0.2326990816987241,0.0,2,1,1,nan,0.16,0.39269908169872414,9.81,1,1,8
0,58,-0.23269908169872414,-0.8250000000000002,settled,0.24000000000000007,-0.2326990816987241,0.0,2,1,1,nan,0.16,0.39269908169872414,9.81,1,1,8
0,59,-0.23269908169872414,-0.7875000000000001,settled,0.23000000000000007,-0.2326990816987241,0.0,2,1,1,nan,0.16,0.39269908169872414,9.81,1,1,8
